Entry	Gene names  (primary )	Entry name	Gene ontology IDs	Organism	Gene names
C5A0L8	yqgF	YQGF_ECOBW	GO:0006310; GO:0005737; GO:0004518; GO:0003676; GO:0000967	Escherichia coli (strain K12 / MC4100 / BW2952)	yqgF BWG_2671
B1XFA9	yqgF	YQGF_ECODH	GO:0006310; GO:0005737; GO:0004518; GO:0003676; GO:0000967	Escherichia coli (strain K12 / DH10B)	yqgF ECDH10B_3124
P0A8I1	yqgF	YQGF_ECOLI	GO:0006310; GO:0005737; GO:0004518; GO:0003676; GO:0000967; GO:0042254; GO:0031564	Escherichia coli (strain K12)	yqgF ruvX b2949 JW2916
C4ZQS4	yqhA	YQHA_ECOBW	GO:0016021; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	yqhA BWG_2718
P67244	yqhA	YQHA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	yqhA b3002 JW2971
B1XFF6	yqhA	YQHA_ECODH	GO:0016021; GO:0005886	Escherichia coli (strain K12 / DH10B)	yqhA ECDH10B_3179
Q46855	yqhC	YQHC_ECOLI	GO:0045893; GO:0043565; GO:0003700; GO:0044212; GO:0006351	Escherichia coli (strain K12)	yqhC b3010 JW5849
Q46856	yqhD	YQHD_ECOLI	GO:0008106; GO:0018455; GO:0033721; GO:0005829; GO:0000302; GO:0008270	Escherichia coli (strain K12)	yqhD b3011 JW2978
Q46858	yqhG	YQHG_ECOLI		Escherichia coli (strain K12)	yqhG yqhF b3013 JW5500
P65298	yqhH	YQHH_ECOLI	GO:0009279	Escherichia coli (strain K12)	yqhH b3014 JW2982
P0A8Z7	yqiA	YQIA_ECOLI	GO:0052689; GO:0016788	Escherichia coli (strain K12)	yqiA yzzI b3031 JW2999
P0ADU7	yqiB	YQIB_ECOLI		Escherichia coli (strain K12)	yqiB yzzH b3033 JW3001
P77616	yqiH	YQIH_ECOLI	GO:0071555; GO:0006974; GO:0061077; GO:0030288; GO:0043711; GO:0044183	Escherichia coli (strain K12)	yqiH b3047 JW5508
P76655	yqiG	YQIG_ECOLI	GO:0009279; GO:0016021; GO:0005215	Escherichia coli (strain K12)	yqiG b3046 JW5507
P76657	yqiJ	YQIJ_ECOLI	GO:0006974; GO:0016021; GO:0005886	Escherichia coli (strain K12)	yqiJ b3050 JW3022
Q46868	yqiC	YQIC_ECOLI	GO:0005829	Escherichia coli (strain K12)	yqiC b3042 JW5505
P76656	yqiI	YQII_ECOLI	GO:0007155; GO:0009289; GO:0051595	Escherichia coli (strain K12)	yqiI b3048 JW5509
P77306	yqiK	YQIK_ECOLI	GO:0005829; GO:0016021; GO:0005886	Escherichia coli (strain K12)	yqiK b3051 JW3023
P42616	yqjC	YQJC_ECOLI		Escherichia coli (strain K12)	yqjC b3097 JW5516
P0AA63	yqjA	YQJA_ECOLI	GO:0043093; GO:0016021; GO:0005886; GO:0055085; GO:0022857	Escherichia coli (strain K12)	yqjA b3095 JW3066
P64585	yqjE	YQJE_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	yqjE b3099 JW3070
P64581	yqjD	YQJD_ECOLI	GO:0060187; GO:0016021; GO:0005886; GO:0043024	Escherichia coli (strain K12)	yqjD b3098 JW3069
P42620	yqjG	YQJG_ECOLI	GO:0016491	Escherichia coli (strain K12)	yqjG b3102 JW3073
P64588	yqjI	YQJI_ECOLI	GO:0003677; GO:0006974; GO:0005829; GO:0045892; GO:0045893; GO:0003700; GO:0006351	Escherichia coli (strain K12)	yqjI b3071 JW3042
Q46871	yqjH	YQJH_ECOLI	GO:0071949; GO:0071289; GO:0005829; GO:0052851; GO:0050660; GO:0033212	Escherichia coli (strain K12)	yqjH b3070 JW3041
P42619	yqjF	YQJF_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	yqjF b3101 JW5850
Q47710	yqjK	YQJK_ECOLI	GO:0005829	Escherichia coli (strain K12)	yqjK b3100 JW3071
P42914	yraI	YRAI_ECOLI	GO:0071555; GO:0061077; GO:0030288; GO:0043711; GO:0044183	Escherichia coli (strain K12)	yraI b3143 JW3112
P42913	yraH	YRAH_ECOLI	GO:0007155; GO:0009289	Escherichia coli (strain K12)	yraH b3142 JW3111
P42915	yraJ	YRAJ_ECOLI	GO:0009279; GO:0006974; GO:0015473; GO:0016021; GO:0009297; GO:0043711; GO:0055085	Escherichia coli (strain K12)	yraJ b3144 JW3113
P43319	yraK	YRAK_ECOLI	GO:0043709; GO:0009289	Escherichia coli (strain K12)	yraK b3145 JW3114
B1XGW0	yraN	YRAN_ECODH	GO:0004518; GO:0003676	Escherichia coli (strain K12 / DH10B)	yraN ECDH10B_3321
P45465	yraN	YRAN_ECOLI	GO:0004518; GO:0003676	Escherichia coli (strain K12)	yraN b3148 JW3117
C4ZSN9	yraN	YRAN_ECOBW	GO:0004518; GO:0003676	Escherichia coli (strain K12 / MC4100 / BW2952)	yraN BWG_2852
P45468	yraQ	YRAQ_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	yraQ b3151 JW3120
P45469	yraR	YRAR_ECOLI		Escherichia coli (strain K12)	yraR b3152 JW5528
P64596	yraP	YRAP_ECOLI	GO:0042597	Escherichia coli (strain K12)	yraP b3150 JW3119
P64610	yrbL	YRBL_ECOLI		Escherichia coli (strain K12)	yrbL b3207 JW3174
C1P618	yrbN	YRBN_ECOLI		Escherichia coli (strain K12)	yrbN b4685 JW5531.1
P45394	yrbG	YRBG_ECOLI	GO:0005262; GO:0005509; GO:0070588; GO:0008273; GO:0006874; GO:0005887; GO:0005886; GO:0030955; GO:0031402; GO:0035725	Escherichia coli (strain K12)	yrbG b3196 JW3163
P0A9W9	yrdA	YRDA_ECOLI	GO:0005829; GO:0008270	Escherichia coli (strain K12)	yrdA b3279 JW5710
P45795	yrdB	YRDB_ECOLI		Escherichia coli (strain K12)	yrdB b3280 JW3241
P45771	yrdD	YRDD_ECOLI	GO:0003917; GO:0006265; GO:0005694; GO:0005506; GO:0003697; GO:0008270	Escherichia coli (strain K12)	yrdD b3283 JW5949
P46856	yrhA	YRHA_ECOLI		Escherichia coli (strain K12)	yrhA b3443 JW5864
P58037	yrhD	YRHD_ECOLI		Escherichia coli (strain K12)	yrhD b4612 b3445.1
P46857	yrhB	YRHB_ECOLI		Escherichia coli (strain K12)	yrhB b3446 JW3411
P64636	yrfG	YRFG_ECOLI	GO:0050484; GO:0050483; GO:0016311; GO:0000287; GO:0030145; GO:0008477	Escherichia coli (strain K12)	yrfG b3399 JW5865
P56256	ysaA	YSAA_ECOLI	GO:0051539; GO:0009061; GO:0009055; GO:0016020; GO:0046872; GO:0016491	Escherichia coli (strain K12)	ysaA b3573 JW3545
Q2M7M3	ysaB	YSAB_ECOLI	GO:0005886	Escherichia coli (strain K12)	ysaB b4553 JW3532
C1P620	yshB	YSHB_ECOLI		Escherichia coli (strain K12)	yshB b4686 JW3839.1
A5A630	ytcA	YTCA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	ytcA b4622
P39310	ytfB	YTFB_ECOLI	GO:0016021	Escherichia coli (strain K12)	ytfB b4206 JW5745
P39309	ytfA	YTFA_ECOLI	GO:0003677	Escherichia coli (strain K12)	ytfA b4205 JW4163
C4ZR85	ytfE	YTFE_ECOBW	GO:0005737; GO:0046872; GO:0030091; GO:0006950	Escherichia coli (strain K12 / MC4100 / BW2952)	ytfE BWG_3920
B1XDV9	ytfE	YTFE_ECODH	GO:0005737; GO:0046872; GO:0030091; GO:0006950	Escherichia coli (strain K12 / DH10B)	ytfE ECDH10B_4404
P69506	ytfE	YTFE_ECOLI	GO:0005829; GO:0046872; GO:0030091; GO:0006950	Escherichia coli (strain K12)	ytfE b4209 JW4167
P39314	ytfF	YTFF_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	ytfF b4210 JW4168
P0ACN2	ytfH	YTFH_ECOLI	GO:0003677; GO:0006355; GO:0006351	Escherichia coli (strain K12)	ytfH b4212 JW5747
P39317	ytfI	YTFI_ECOLI		Escherichia coli (strain K12)	ytfI b4215 JW5748
P39187	ytfJ	YTFJ_ECOLI	GO:0042597	Escherichia coli (strain K12)	ytfJ b4216 JW4175
P0ADE2	ytfK	YTFK_ECOLI		Escherichia coli (strain K12)	ytfK b4217 JW5749
P0AE45	ytfL	YTFL_ECOLI	GO:0050660; GO:0016021; GO:0016614; GO:0005886	Escherichia coli (strain K12)	ytfL b4218 JW4177
P39325	ytfQ	YTFQ_ECOLI	GO:0005534; GO:0015757; GO:0016021; GO:0015145; GO:0030288; GO:0005886	Escherichia coli (strain K12)	ytfQ b4227 JW4186
P0AE48	ytfP	YTFP_ECOLI	GO:0005829	Escherichia coli (strain K12)	ytfP b4222 JW4181
P39328	ytfT	YTFT_ECOLI	GO:0015757; GO:0050782; GO:0016021; GO:0005886	Escherichia coli (strain K12)	ytfT b4230 JW5753
Q6BEX0	ytfR	YTFR_ECOLI	GO:0005524; GO:0015757; GO:0015407	Escherichia coli (strain K12)	ytfR ytfS b4485 JW5752
A8DYQ1	ythA	YTHA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	ythA b4655 JW5769.1
C4ZT58	ytjA	YTJA_ECOBW	GO:0016021; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	ytjA BWG_4068
Q2M5U1	ytjA	YTJA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	ytjA b4568 JW5891
Q9JMT8	yuaB	YUAB_ECOLI	GO:0003677; GO:0006355; GO:0006351	Escherichia coli (strain K12)	yuaB ybaA ECOK12F011
Q9JMT7	yuaC	YUAC_ECOLI		Escherichia coli (strain K12)	yuaC ybbA ECOK12F012
Q9JMT4	yuaF	YUAF_ECOLI	GO:0016021	Escherichia coli (strain K12)	yuaF ybdB ECOK12F015
Q9JMT2	yuaG	YUAG_ECOLI		Escherichia coli (strain K12)	yuaG ybgA ECOK12F018
Q9JMS6	yuaN	YUAN_ECOLI		Escherichia coli (strain K12)	yuaN ycbA ECOK12F025
Q9JMS7	yuaM	YUAM_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	yuaM ycaA ECOK12F024
Q9JMS5	yuaO	YUAO_ECOLI	GO:0009279; GO:0016021	Escherichia coli (strain K12)	yuaO ycbB ECOK12F026
Q9JMS8	yuaL	YUAL_ECOLI	GO:0003676	Escherichia coli (strain K12)	yuaL ybjA ECOK12F023
Q9JMT1	yuaH	YUAH_ECOLI		Escherichia coli (strain K12)	yuaH ybhA ECOK12F019
Q9JMS0	yuaU	YUAU_ECOLI		Escherichia coli (strain K12)	yuaU ydiA ECOK12F035
P34211	yuaR	YUAR_ECOLI	GO:0016787	Escherichia coli (strain K12)	yuaR yddA ECOK12F030
Q9JMT9	yuaA	YUAA_ECOLI		Escherichia coli (strain K12)	yuaA yacA ECOK12F003
Q9JMR7	yuaX	YUAX_ECOLI		Escherichia coli (strain K12)	yuaX yebA ECOK12F038
Q9JMR9	yuaV	YUAV_ECOLI		Escherichia coli (strain K12)	yuaV ydjA ECOK12F036
P08868	yuaZ	YUAZ_ECOLI		Escherichia coli (strain K12)	yuaZ yfcA ECOK12F048
Q9JMT6	yuaD	YUAD_ECOLI	GO:0016021	Escherichia coli (strain K12)	yuaD ybcA ECOK12F013
